Gene stable ID	Transcript stable ID	Protein stable ID	Transcript type	Source (transcript)	Gene name
ENSMUSG00000033964	ENSMUST00000039867	ENSMUSP00000045570	protein_coding	ensembl_havana	Zbtb41
ENSMUSG00000020571	ENSMUST00000162936		retained_intron	havana	Pdia6
ENSMUSG00000020571	ENSMUST00000057288	ENSMUSP00000052912	protein_coding	ensembl_havana	Pdia6
ENSMUSG00000020571	ENSMUST00000159434		retained_intron	havana	Pdia6
ENSMUSG00000020571	ENSMUST00000163000		processed_transcript	havana	Pdia6
ENSMUSG00000074676	ENSMUST00000099200	ENSMUSP00000096806	protein_coding	ensembl_havana	Foxs1
ENSMUSG00000032604	ENSMUST00000141201		retained_intron	havana	Qars
ENSMUSG00000032604	ENSMUST00000137980		retained_intron	havana	Qars
ENSMUSG00000032604	ENSMUST00000131005		retained_intron	havana	Qars
ENSMUSG00000032604	ENSMUST00000192065		retained_intron	havana	Qars
ENSMUSG00000015461	ENSMUST00000015605	ENSMUSP00000015605	protein_coding	ensembl_havana	Atf6b
ENSMUSG00000078676	ENSMUST00000017384	ENSMUSP00000017384	protein_coding	havana	Casc3
ENSMUSG00000036168	ENSMUST00000092215	ENSMUSP00000089860	protein_coding	ensembl_havana	Ccdc38
ENSMUSG00000029201	ENSMUST00000031103	ENSMUSP00000031103	protein_coding	ensembl_havana	Ugdh
ENSMUSG00000028016	ENSMUST00000029650	ENSMUSP00000029650	protein_coding	ensembl_havana	Ints12
ENSMUSG00000028016	ENSMUST00000160036		retained_intron	havana	Ints12
ENSMUSG00000021209	ENSMUST00000021631	ENSMUSP00000021631	protein_coding	ensembl_havana	Ppp4r4
ENSMUSG00000027751	ENSMUST00000199655	ENSMUSP00000143520	protein_coding	havana	Supt20
ENSMUSG00000027751	ENSMUST00000200024		retained_intron	havana	Supt20
ENSMUSG00000027751	ENSMUST00000200450		retained_intron	havana	Supt20
ENSMUSG00000027751	ENSMUST00000200439	ENSMUSP00000143059	nonsense_mediated_decay	havana	Supt20
ENSMUSG00000025934	ENSMUST00000027067	ENSMUSP00000027067	protein_coding	ensembl_havana	Gsta3
ENSMUSG00000034007	ENSMUST00000214747	ENSMUSP00000149050	protein_coding	havana	Scaper
ENSMUSG00000035273	ENSMUST00000045617	ENSMUSP00000044072	protein_coding	ensembl_havana	Hpse
ENSMUSG00000052915	ENSMUST00000037915	ENSMUSP00000042792	protein_coding	ensembl_havana	Msl1
ENSMUSG00000042063	ENSMUST00000182566		retained_intron	havana	Zfp386
ENSMUSG00000042063	ENSMUST00000183125	ENSMUSP00000138305	protein_coding	ensembl_havana	Zfp386
ENSMUSG00000004798	ENSMUST00000004920	ENSMUSP00000004920	protein_coding	ensembl_havana	Ulk2
ENSMUSG00000064210	ENSMUST00000071874	ENSMUSP00000071770	protein_coding	ensembl_havana	Ano6
ENSMUSG00000098923	ENSMUST00000183952	ENSMUSP00000139021	protein_coding	havana	Tmem185b
ENSMUSG00000037822	ENSMUST00000139122	ENSMUSP00000122363	protein_coding	ensembl_havana	Smim14
ENSMUSG00000037822	ENSMUST00000200111		retained_intron	havana	Smim14
ENSMUSG00000037822	ENSMUST00000198981		retained_intron	havana	Smim14
ENSMUSG00000025287	ENSMUST00000026324	ENSMUSP00000026324	protein_coding	ensembl_havana	Acot9
ENSMUSG00000025287	ENSMUST00000126200		retained_intron	havana	Acot9
ENSMUSG00000031007	ENSMUST00000033313	ENSMUSP00000033313	protein_coding	ensembl_havana	Atp6ap2
ENSMUSG00000039202	ENSMUST00000037315	ENSMUSP00000038361	protein_coding	ensembl_havana	Abhd2
ENSMUSG00000029621	ENSMUST00000127694	ENSMUSP00000143026	nonsense_mediated_decay	havana	Arpc1a
ENSMUSG00000048200	ENSMUST00000053670	ENSMUSP00000055899	protein_coding	ensembl_havana	Cracr2b
ENSMUSG00000048200	ENSMUST00000116247	ENSMUSP00000132824	protein_coding	havana	Cracr2b
ENSMUSG00000015672	ENSMUST00000220621	ENSMUSP00000152345	protein_coding	ensembl_havana	Mrpl32
ENSMUSG00000015672	ENSMUST00000223530		retained_intron	havana	Mrpl32
ENSMUSG00000026142	ENSMUST00000187475		retained_intron	havana	Rhbdd1
ENSMUSG00000026142	ENSMUST00000140020	ENSMUSP00000137770	protein_coding	ensembl_havana	Rhbdd1
ENSMUSG00000028601	ENSMUST00000052999	ENSMUSP00000051268	protein_coding	ensembl_havana	Echdc2
ENSMUSG00000003437	ENSMUST00000003529	ENSMUSP00000003529	protein_coding	ensembl_havana	Paf1
ENSMUSG00000032812	ENSMUST00000107010	ENSMUSP00000102624	protein_coding	ensembl_havana	Arap1
ENSMUSG00000032812	ENSMUST00000084895	ENSMUSP00000081957	protein_coding	ensembl_havana	Arap1
ENSMUSG00000031453	ENSMUST00000117551	ENSMUSP00000112998	protein_coding	ensembl_havana	Rasa3
ENSMUSG00000001376	ENSMUST00000184780		retained_intron	havana	Vps50
ENSMUSG00000001376	ENSMUST00000184461		retained_intron	havana	Vps50
ENSMUSG00000003402	ENSMUST00000216344	ENSMUSP00000149936	protein_coding	havana	Prkcsh
ENSMUSG00000003402	ENSMUST00000215795	ENSMUSP00000150233	protein_coding	havana	Prkcsh
ENSMUSG00000003402	ENSMUST00000214565		retained_intron	havana	Prkcsh
ENSMUSG00000036368	ENSMUST00000225357	ENSMUSP00000153443	protein_coding	havana	Rmdn2
ENSMUSG00000036368	ENSMUST00000223555		processed_transcript	ensembl_havana	Rmdn2
ENSMUSG00000036368	ENSMUST00000224097	ENSMUSP00000153145	protein_coding	havana	Rmdn2
ENSMUSG00000027931	ENSMUST00000029540	ENSMUSP00000029540	protein_coding	ensembl_havana	Npr1
ENSMUSG00000045538	ENSMUST00000058579	ENSMUSP00000058950	protein_coding	ensembl_havana	Ddx28
ENSMUSG00000021326	ENSMUST00000222544	ENSMUSP00000152730	protein_coding	havana	Trim27
ENSMUSG00000021326	ENSMUST00000124052		retained_intron	havana	Trim27
ENSMUSG00000004591	ENSMUST00000043812	ENSMUSP00000039566	protein_coding	ensembl_havana	Pkn2
ENSMUSG00000004591	ENSMUST00000197529		retained_intron	havana	Pkn2
ENSMUSG00000034274	ENSMUST00000038237	ENSMUSP00000045580	protein_coding	ensembl	Thoc5
ENSMUSG00000026335	ENSMUST00000058762	ENSMUSP00000057112	protein_coding	havana	Pam
ENSMUSG00000026335	ENSMUST00000097625	ENSMUSP00000095228	protein_coding	ensembl	Pam
ENSMUSG00000029782	ENSMUST00000115160	ENSMUSP00000110813	protein_coding	ensembl_havana	Tmem209
ENSMUSG00000029782	ENSMUST00000202269		retained_intron	havana	Tmem209
ENSMUSG00000022033	ENSMUST00000022612	ENSMUSP00000022612	protein_coding	ensembl_havana	Pbk
ENSMUSG00000032083	ENSMUST00000034588	ENSMUSP00000034588	protein_coding	ensembl_havana	Apoa1
ENSMUSG00000035842	ENSMUST00000225687		retained_intron	havana	Ddx11
ENSMUSG00000035842	ENSMUST00000223805		retained_intron	havana	Ddx11
ENSMUSG00000025510	ENSMUST00000210058		retained_intron	havana	Cd151
ENSMUSG00000054604	ENSMUST00000067744	ENSMUSP00000065845	protein_coding	ensembl_havana	Cggbp1
ENSMUSG00000054604	ENSMUST00000136532		retained_intron	havana	Cggbp1
ENSMUSG00000038302	ENSMUST00000041024	ENSMUSP00000036149	protein_coding	ensembl_havana	Afg1l
ENSMUSG00000038302	ENSMUST00000133326	ENSMUSP00000123510	nonsense_mediated_decay	havana	Afg1l
ENSMUSG00000019715	ENSMUST00000019859	ENSMUSP00000019859	protein_coding	ensembl_havana	Gle1
ENSMUSG00000032396	ENSMUST00000068367	ENSMUSP00000063830	protein_coding	havana	Dis3l
ENSMUSG00000047565	ENSMUST00000052910	ENSMUSP00000051333	protein_coding	ensembl_havana	Acot10
ENSMUSG00000021963	ENSMUST00000128764	ENSMUSP00000120071	protein_coding	ensembl_havana	Sap18
ENSMUSG00000019917	ENSMUST00000165971	ENSMUSP00000129023	protein_coding	ensembl_havana	Sept10
ENSMUSG00000031901	ENSMUST00000034375	ENSMUSP00000034375	protein_coding	ensembl_havana	Dus2
ENSMUSG00000031901	ENSMUST00000119736	ENSMUSP00000113781	nonsense_mediated_decay	havana	Dus2
ENSMUSG00000032224	ENSMUST00000034749	ENSMUSP00000034749	protein_coding	ensembl_havana	Fam81a
ENSMUSG00000044709	ENSMUST00000117222	ENSMUSP00000113266	protein_coding	havana	Gemin7
ENSMUSG00000033790	ENSMUST00000206191	ENSMUSP00000146033	nonsense_mediated_decay	havana	Tubgcp5
ENSMUSG00000033790	ENSMUST00000206660		retained_intron	havana	Tubgcp5
ENSMUSG00000005481	ENSMUST00000127505		retained_intron	havana	Ddx39
ENSMUSG00000005481	ENSMUST00000212949	ENSMUSP00000148329	nonsense_mediated_decay	havana	Ddx39
ENSMUSG00000005481	ENSMUST00000138789		retained_intron	havana	Ddx39
ENSMUSG00000005481	ENSMUST00000172396	ENSMUSP00000132222	protein_coding	ensembl	Ddx39
ENSMUSG00000027993	ENSMUST00000107692	ENSMUSP00000103320	protein_coding	havana	Trim2
ENSMUSG00000027993	ENSMUST00000107691	ENSMUSP00000103319	protein_coding	havana	Trim2
ENSMUSG00000022788	ENSMUST00000161861	ENSMUSP00000125174	protein_coding	ensembl_havana	Fgd4
ENSMUSG00000020393	ENSMUST00000020662	ENSMUSP00000020662	protein_coding	ensembl_havana	Kremen1
ENSMUSG00000029622	ENSMUST00000085679	ENSMUSP00000082822	protein_coding	ensembl_havana	Arpc1b
ENSMUSG00000029622	ENSMUST00000126343		retained_intron	havana	Arpc1b
ENSMUSG00000029622	ENSMUST00000138235		retained_intron	havana	Arpc1b
ENSMUSG00000029622	ENSMUST00000128229		retained_intron	havana	Arpc1b
ENSMUSG00000029622	ENSMUST00000144375		retained_intron	havana	Arpc1b
ENSMUSG00000032688	ENSMUST00000224265		processed_transcript	havana	Malt1
ENSMUSG00000032688	ENSMUST00000049248	ENSMUSP00000048376	protein_coding	ensembl_havana	Malt1
ENSMUSG00000032688	ENSMUST00000224229		retained_intron	havana	Malt1
ENSMUSG00000045838	ENSMUST00000059997	ENSMUSP00000051853	protein_coding	ensembl_havana	A430105I19Rik
ENSMUSG00000034435	ENSMUST00000042975	ENSMUSP00000037476	protein_coding	ensembl_havana	Tmem30b
ENSMUSG00000047731	ENSMUST00000138302	ENSMUSP00000117929	protein_coding	ensembl_havana	Wbp1l
ENSMUSG00000059811	ENSMUST00000223273		retained_intron	havana	Atl2
ENSMUSG00000059811	ENSMUST00000222243		retained_intron	havana	Atl2
ENSMUSG00000042670	ENSMUST00000037499	ENSMUSP00000049044	protein_coding	ensembl_havana	Immp1l
ENSMUSG00000031683	ENSMUST00000130325	ENSMUSP00000119841	protein_coding	havana	Lsm6
ENSMUSG00000036545	ENSMUST00000040523	ENSMUSP00000040171	protein_coding	ensembl_havana	Adamts2
ENSMUSG00000092416	ENSMUST00000174407	ENSMUSP00000133899	protein_coding	havana	Zfp141
ENSMUSG00000027890	ENSMUST00000029489	ENSMUSP00000029489	protein_coding	ensembl_havana	Gstm4
ENSMUSG00000109324	ENSMUST00000207370	ENSMUSP00000147252	protein_coding	havana	Prmt1
ENSMUSG00000109324	ENSMUST00000207702		retained_intron	havana	Prmt1
ENSMUSG00000019763	ENSMUST00000042251	ENSMUSP00000043355	protein_coding	ensembl_havana	Rmnd1
ENSMUSG00000028992	ENSMUST00000119921	ENSMUSP00000113156	protein_coding	havana	Nmnat1
ENSMUSG00000023911	ENSMUST00000127144	ENSMUSP00000121741	nonsense_mediated_decay	havana	Flywch2
ENSMUSG00000034165	ENSMUST00000183177	ENSMUSP00000138640	protein_coding	havana	Ccnd3
ENSMUSG00000034165	ENSMUST00000182060		retained_intron	havana	Ccnd3
ENSMUSG00000034165	ENSMUST00000183061		retained_intron	havana	Ccnd3
ENSMUSG00000034165	ENSMUST00000182281		retained_intron	havana	Ccnd3
ENSMUSG00000034165	ENSMUST00000171031	ENSMUSP00000126141	protein_coding	ensembl	Ccnd3
ENSMUSG00000015961	ENSMUST00000016105	ENSMUSP00000016105	protein_coding	ensembl_havana	Adss
ENSMUSG00000087403	ENSMUST00000195280	ENSMUSP00000151626	protein_coding	havana	Kantr
ENSMUSG00000025950	ENSMUST00000097709	ENSMUSP00000095316	protein_coding	ensembl_havana	Idh1
ENSMUSG00000029401	ENSMUST00000031347	ENSMUSP00000031347	protein_coding	ensembl_havana	Rilpl2
ENSMUSG00000029401	ENSMUST00000198413		retained_intron	havana	Rilpl2
ENSMUSG00000029623	ENSMUST00000031627	ENSMUSP00000031627	protein_coding	ensembl_havana	Pdap1
ENSMUSG00000029623	ENSMUST00000199218		retained_intron	havana	Pdap1
ENSMUSG00000038742	ENSMUST00000043726	ENSMUSP00000035784	protein_coding	ensembl_havana	Angptl6
ENSMUSG00000039246	ENSMUST00000045388	ENSMUSP00000048229	protein_coding	ensembl_havana	Lyplal1
ENSMUSG00000031077	ENSMUST00000033394	ENSMUSP00000033394	protein_coding	ensembl_havana	Fadd
ENSMUSG00000028763	ENSMUST00000030547	ENSMUSP00000030547	protein_coding	havana	Hspg2
ENSMUSG00000038884	ENSMUST00000043911	ENSMUSP00000045384	protein_coding	ensembl_havana	A230050P20Rik
ENSMUSG00000038884	ENSMUST00000175820		retained_intron	havana	A230050P20Rik
ENSMUSG00000034667	ENSMUST00000218004	ENSMUSP00000151722	protein_coding	havana	Xpot
ENSMUSG00000015970	ENSMUST00000067620	ENSMUSP00000065542	protein_coding	ensembl_havana	Chdh
ENSMUSG00000021108	ENSMUST00000221153	ENSMUSP00000152346	nonsense_mediated_decay	havana	Prkch
ENSMUSG00000035305	ENSMUST00000039630	ENSMUSP00000048171	protein_coding	ensembl_havana	Ror1
ENSMUSG00000001270	ENSMUST00000222705		retained_intron	havana	Ckb
ENSMUSG00000020238	ENSMUST00000020463	ENSMUSP00000020463	protein_coding	ensembl_havana	Ncln
ENSMUSG00000029624	ENSMUST00000031628	ENSMUSP00000031628	protein_coding	ensembl_havana	Ptcd1
ENSMUSG00000098188	ENSMUST00000182161	ENSMUSP00000138351	protein_coding	havana	Sowahc
ENSMUSG00000012609	ENSMUST00000095536	ENSMUSP00000093192	protein_coding	havana	Ttll5
ENSMUSG00000012609	ENSMUST00000040179	ENSMUSP00000048809	protein_coding	ensembl_havana	Ttll5
ENSMUSG00000042155	ENSMUST00000053087	ENSMUSP00000050219	protein_coding	ensembl_havana	Klhl23
ENSMUSG00000034518	ENSMUST00000041759	ENSMUSP00000045126	protein_coding	ensembl_havana	Hmgxb4
ENSMUSG00000034518	ENSMUST00000134126		processed_transcript	havana	Hmgxb4
ENSMUSG00000034518	ENSMUST00000133585		retained_intron	havana	Hmgxb4
ENSMUSG00000022946	ENSMUST00000226418		retained_intron	havana	Dopey2
ENSMUSG00000022946	ENSMUST00000228846	ENSMUSP00000154446	protein_coding	havana	Dopey2
ENSMUSG00000022946	ENSMUST00000227156	ENSMUSP00000154771	protein_coding	havana	Dopey2
ENSMUSG00000021962	ENSMUST00000022535	ENSMUSP00000022535	protein_coding	ensembl_havana	Dcp1a
ENSMUSG00000038722	ENSMUST00000161974		retained_intron	havana	Bud31
ENSMUSG00000041231	ENSMUST00000102795	ENSMUSP00000099859	protein_coding	ensembl_havana	Ublcp1
ENSMUSG00000032081	ENSMUST00000121916	ENSMUSP00000113126	protein_coding	havana	Apoc3
ENSMUSG00000056718	ENSMUST00000071016	ENSMUSP00000063314	protein_coding	ensembl_havana	Gm13199
ENSMUSG00000025816	ENSMUST00000102981	ENSMUSP00000100046	protein_coding	ensembl_havana	Sec61a2
ENSMUSG00000025816	ENSMUST00000124859		processed_transcript	havana	Sec61a2
ENSMUSG00000025816	ENSMUST00000153240		processed_transcript	havana	Sec61a2
ENSMUSG00000025816	ENSMUST00000148745		processed_transcript	havana	Sec61a2
ENSMUSG00000025816	ENSMUST00000194565		retained_intron	havana	Sec61a2
ENSMUSG00000032220	ENSMUST00000214767		retained_intron	havana	Myo1e
ENSMUSG00000032220	ENSMUST00000214042	ENSMUSP00000150376	nonsense_mediated_decay	havana	Myo1e
ENSMUSG00000035266	ENSMUST00000044684	ENSMUSP00000041599	protein_coding	ensembl_havana	Helq
ENSMUSG00000038241	ENSMUST00000039994	ENSMUSP00000038255	protein_coding	ensembl	Cep250
ENSMUSG00000038252	ENSMUST00000188665		retained_intron	havana	Ncapd2
ENSMUSG00000041096	ENSMUST00000149685		retained_intron	havana	Tspyl2
ENSMUSG00000047153	ENSMUST00000227462		retained_intron	havana	Khnyn
ENSMUSG00000039218	ENSMUST00000190686	ENSMUSP00000139842	protein_coding	havana	Srrm2
ENSMUSG00000019916	ENSMUST00000009789	ENSMUSP00000009789	protein_coding	ensembl_havana	P4ha1
ENSMUSG00000035770	ENSMUST00000041769	ENSMUSP00000045480	protein_coding	ensembl_havana	Dync1li2
ENSMUSG00000031392	ENSMUST00000114354	ENSMUSP00000109994	protein_coding	ensembl_havana	Irak1
ENSMUSG00000026979	ENSMUST00000102942	ENSMUSP00000100006	protein_coding	havana	Psd4
ENSMUSG00000022223	ENSMUST00000226338		retained_intron	havana	Sdr39u1
ENSMUSG00000022223	ENSMUST00000226746		retained_intron	havana	Sdr39u1
ENSMUSG00000006005	ENSMUST00000119161	ENSMUSP00000112606	protein_coding	havana	Tpr
ENSMUSG00000026383	ENSMUST00000191046	ENSMUSP00000140227	protein_coding	ensembl_havana	Epb41l5
ENSMUSG00000026383	ENSMUST00000187194	ENSMUSP00000139683	protein_coding	havana	Epb41l5
ENSMUSG00000049106	ENSMUST00000054145	ENSMUSP00000052755	protein_coding	ensembl_havana	Dcaf5
ENSMUSG00000025817	ENSMUST00000026927	ENSMUSP00000026927	protein_coding	ensembl_havana	Nudt5
ENSMUSG00000025817	ENSMUST00000138549		retained_intron	havana	Nudt5
ENSMUSG00000025817	ENSMUST00000128604		processed_transcript	havana	Nudt5
ENSMUSG00000029518	ENSMUST00000031492	ENSMUSP00000031492	protein_coding	ensembl_havana	Rab35
ENSMUSG00000044148	ENSMUST00000060108	ENSMUSP00000059095	protein_coding	ensembl_havana	1810030O07Rik
ENSMUSG00000015968	ENSMUST00000224395	ENSMUSP00000152953	nonsense_mediated_decay	havana	Cacna1d
ENSMUSG00000029625	ENSMUST00000160437		retained_intron	havana	Cpsf4
ENSMUSG00000052926	ENSMUST00000109736	ENSMUSP00000105358	protein_coding	havana	Rnaseh2a
ENSMUSG00000047045	ENSMUST00000112896	ENSMUSP00000108517	protein_coding	ensembl_havana	Tmem164
ENSMUSG00000020019	ENSMUST00000020204	ENSMUSP00000020204	protein_coding	ensembl_havana	Ntn4
ENSMUSG00000068882	ENSMUST00000156057		processed_transcript	havana	Ssb
ENSMUSG00000068882	ENSMUST00000166411	ENSMUSP00000130313	protein_coding	ensembl	Ssb
ENSMUSG00000057133	ENSMUST00000039782	ENSMUSP00000042291	protein_coding	ensembl_havana	Chd6
ENSMUSG00000104043	ENSMUST00000193882	ENSMUSP00000141377	protein_coding	havana	Gm6525
ENSMUSG00000048379	ENSMUST00000065562	ENSMUSP00000066031	protein_coding	ensembl_havana	Socs4
ENSMUSG00000027428	ENSMUST00000028915	ENSMUSP00000028915	protein_coding	ensembl_havana	Rbbp9
ENSMUSG00000060121	ENSMUST00000182188		retained_intron	havana	Gemin2
ENSMUSG00000039128	ENSMUST00000043864	ENSMUSP00000043033	protein_coding	ensembl_havana	Cdc123
ENSMUSG00000039128	ENSMUST00000128467	ENSMUSP00000141306	protein_coding	havana	Cdc123
ENSMUSG00000059327	ENSMUST00000113776	ENSMUSP00000109406	protein_coding	havana	Eda
ENSMUSG00000037679	ENSMUST00000101029	ENSMUSP00000098591	protein_coding	ensembl_havana	Inf2
ENSMUSG00000041609	ENSMUST00000201869		retained_intron	havana	Bicdl1
ENSMUSG00000026281	ENSMUST00000027503	ENSMUSP00000027503	protein_coding	ensembl_havana	Dtymk
ENSMUSG00000042380	ENSMUST00000142029	ENSMUSP00000131941	protein_coding	ensembl_havana	Smim12
ENSMUSG00000059588	ENSMUST00000074262	ENSMUSP00000073875	protein_coding	ensembl_havana	Calcrl
ENSMUSG00000021643	ENSMUST00000022145	ENSMUSP00000022145	protein_coding	ensembl_havana	Serf1
ENSMUSG00000026123	ENSMUST00000027297	ENSMUSP00000027297	protein_coding	ensembl_havana	Plekhb2
ENSMUSG00000038416	ENSMUST00000043962	ENSMUSP00000047950	protein_coding	ensembl_havana	Cdc16
ENSMUSG00000038416	ENSMUST00000129872		retained_intron	havana	Cdc16
ENSMUSG00000027823	ENSMUST00000029405	ENSMUSP00000029405	protein_coding	ensembl_havana	Gmps
ENSMUSG00000024143	ENSMUST00000024956	ENSMUSP00000024956	protein_coding	ensembl_havana	Rhoq
ENSMUSG00000001995	ENSMUST00000212987	ENSMUSP00000148536	protein_coding	havana	Sipa1l2
ENSMUSG00000001995	ENSMUST00000108775	ENSMUSP00000104405	protein_coding	ensembl	Sipa1l2
ENSMUSG00000050234	ENSMUST00000053753	ENSMUSP00000062320	protein_coding	ensembl_havana	Gja4
ENSMUSG00000028990	ENSMUST00000030842	ENSMUSP00000030842	protein_coding	ensembl_havana	Lzic
ENSMUSG00000025647	ENSMUST00000198639		retained_intron	havana	Shisa5
ENSMUSG00000025647	ENSMUST00000200366		processed_transcript	havana	Shisa5
ENSMUSG00000024145	ENSMUST00000024957	ENSMUSP00000024957	protein_coding	ensembl_havana	Pigf
ENSMUSG00000005161	ENSMUST00000109734	ENSMUSP00000105356	protein_coding	havana	Prdx2
ENSMUSG00000005161	ENSMUST00000138748		retained_intron	havana	Prdx2
ENSMUSG00000040035	ENSMUST00000037547	ENSMUSP00000037136	protein_coding	ensembl_havana	Disp2
ENSMUSG00000040035	ENSMUST00000142072		retained_intron	havana	Disp2
ENSMUSG00000051730	ENSMUST00000135487		retained_intron	havana	Mettl5
ENSMUSG00000033701	ENSMUST00000035560	ENSMUSP00000049124	protein_coding	ensembl_havana	Acbd6
ENSMUSG00000029402	ENSMUST00000031349	ENSMUSP00000031349	protein_coding	ensembl_havana	Snrnp35
ENSMUSG00000029402	ENSMUST00000111453	ENSMUSP00000107080	protein_coding	havana	Snrnp35
ENSMUSG00000036733	ENSMUST00000108141	ENSMUSP00000103776	protein_coding	havana	Rbm42
ENSMUSG00000030541	ENSMUST00000107384	ENSMUSP00000103007	protein_coding	ensembl_havana	Idh2
ENSMUSG00000042305	ENSMUST00000049470	ENSMUSP00000046786	protein_coding	ensembl_havana	Tmem183a
ENSMUSG00000026893	ENSMUST00000028257	ENSMUSP00000028257	protein_coding	ensembl_havana	Gca
ENSMUSG00000041353	ENSMUST00000148968		processed_transcript	havana	Tmem29
ENSMUSG00000028988	ENSMUST00000030839	ENSMUSP00000030839	protein_coding	ensembl_havana	Ctnnbip1
ENSMUSG00000074785	ENSMUST00000099337	ENSMUSP00000096939	protein_coding	ensembl_havana	Plxnc1
ENSMUSG00000031145	ENSMUST00000141876		retained_intron	havana	Prickle3
ENSMUSG00000031145	ENSMUST00000123172		retained_intron	havana	Prickle3
ENSMUSG00000021830	ENSMUST00000139526	ENSMUSP00000120287	protein_coding	havana	Txndc16
ENSMUSG00000071054	ENSMUST00000182031		retained_intron	havana	Safb
ENSMUSG00000071054	ENSMUST00000182533	ENSMUSP00000138277	protein_coding	havana	Safb
ENSMUSG00000071054	ENSMUST00000182159		retained_intron	havana	Safb
ENSMUSG00000071054	ENSMUST00000182378		retained_intron	havana	Safb
ENSMUSG00000071054	ENSMUST00000182454		retained_intron	havana	Safb
ENSMUSG00000021111	ENSMUST00000109901	ENSMUSP00000105527	protein_coding	ensembl_havana	Papola
ENSMUSG00000021111	ENSMUST00000172089	ENSMUSP00000131729	protein_coding	havana	Papola
ENSMUSG00000022323	ENSMUST00000022946	ENSMUSP00000022946	protein_coding	ensembl_havana	Rida
ENSMUSG00000022323	ENSMUST00000125286		retained_intron	havana	Rida
ENSMUSG00000038690	ENSMUST00000161741	ENSMUSP00000125504	protein_coding	ensembl_havana	Atp5j2
ENSMUSG00000038690	ENSMUST00000200584		retained_intron	havana	Atp5j2
ENSMUSG00000059173	ENSMUST00000102655	ENSMUSP00000099715	protein_coding	havana	Pde1a
